producto,marca,descripcion,rubro,url_producto,imagen,mpn,sku,precio_bajo,precio_alto
Macarons de frambuesa x uni,Il Velo Oriente,,Panaderia,https://www.carrefour.com.ar/macarons-de-frambuesa-x-uni-706751/p,https://carrefourar.vtexassets.com/arquivos/ids/257672/2920811100004_02.jpg?v=1770874585,706751,106930,350.0,350.0
Parmigiana di melanzane x 500 g.,La Trattoría,,Panaderia,https://www.carrefour.com.ar/parmigiana-di-melanzane-x-500-g-692623/p,https://carrefourar.vtexassets.com/arquivos/ids/257720/2920697500004_02.jpg?v=1770957606,692623,101978,1690.0,1690.0
Factura vienesa con almendras x uni,Il Velo Oriente,,Panaderia,https://www.carrefour.com.ar/factura-vienesa-con-almendras-x-uni-706749/p,https://carrefourar.vtexassets.com/arquivos/ids/257670/2920810900001_02.jpg?v=1770874411,706749,107054,220.0,220.0
Barra organica 250 g. x unidad,Genérico,,Panaderia,https://www.carrefour.com.ar/barra-organica-250-g-x-unidad-683527/p,https://carrefourar.vtexassets.com/arquivos/ids/251804/2920639900008_01.jpg?v=1771572968,683527,79658,349.0,349.0
Galletita triangulo de hojaldre cristal 150 g.,Genérico,,Panaderia,https://www.carrefour.com.ar/galletita-triangulo-de-hojaldre-cristal-150-g-703601/p,https://carrefourar.vtexassets.com/arquivos/ids/273430/7798172410569_02.jpg?v=1771589988,703601,121345,173.0,173.0
Sfogliatella x un,La Trattoría,,Panaderia,https://www.carrefour.com.ar/sfogliatella-x-un-692626/p,https://carrefourar.vtexassets.com/arquivos/ids/257721/2920698000008_02.jpg?v=1770956505,692626,101989,900.0,900.0
Torta congelada de vainilla 700 g.,Genérico,,Panaderia,https://www.carrefour.com.ar/torta-congelada-de-vainilla-700-g-631567/p,https://carrefourar.vtexassets.com/arquivos/ids/205624/7798144251909_02.jpg?v=1771600701,631567,9396,4000.0,4000.0
Tarta rocher x uni,Il Velo Oriente,,Panaderia,https://www.carrefour.com.ar/tarta-rocher-x-uni-706353/p,https://carrefourar.vtexassets.com/arquivos/ids/257657/2920794900004_02.jpg?v=1770874020,706353,106970,1100.0,1100.0
Torta rogel x uni,Il Velo Oriente,,Panaderia,https://www.carrefour.com.ar/torta-rogel-x-uni-706342/p,https://carrefourar.vtexassets.com/arquivos/ids/257652/2920794400009_02.jpg?v=1770874296,706342,106929,900.0,900.0
Medialuna de manteca x uni,Il Velo Oriente,,Panaderia,https://www.carrefour.com.ar/medialuna-de-manteca-x-uni-706389/p,https://carrefourar.vtexassets.com/arquivos/ids/257661/2920798500002_02.jpg?v=1770874305,706389,106954,180.0,180.0
Tarta de chocolate nuez x uni,Il Velo Oriente,,Panaderia,https://www.carrefour.com.ar/tarta-de-chocolate-nuez-x-uni-706356/p,https://carrefourar.vtexassets.com/arquivos/ids/257658/2920795100007_02.jpg?v=1770874747,706356,106944,1100.0,1100.0
Torta il vero x uni,Il Velo Oriente,,Panaderia,https://www.carrefour.com.ar/torta-il-vero-x-uni-706738/p,https://carrefourar.vtexassets.com/arquivos/ids/257666/2920809700001_02.jpg?v=1770874467,706738,106921,1100.0,1100.0
Tortino de espinaca x uni,La Trattoría,,Panaderia,https://www.carrefour.com.ar/tortino-de-espinaca-x-uni-695121/p,https://carrefourar.vtexassets.com/arquivos/ids/257723/2920707700004_02.jpg?v=1770957371,695121,101986,790.0,790.0
Ensalada Lunani x uni,Shami Shawarma,,Panaderia,https://www.carrefour.com.ar/ensalada-lunani-x-uni-706452/p,https://carrefourar.vtexassets.com/arquivos/ids/257735/2920805600008_02.jpg?v=1770956630,706452,105944,1260.0,1260.0
Tiramisu x uni,Il Velo Oriente,,Panaderia,https://www.carrefour.com.ar/tiramisu-x-uni-706346/p,https://carrefourar.vtexassets.com/arquivos/ids/257655/2920794700000_02.jpg?v=1770874303,706346,106966,1100.0,1100.0
Crocchette di bondiola x uni,La Trattoría,,Panaderia,https://www.carrefour.com.ar/crocchette-di-bondiola-x-uni-691446/p,https://carrefourar.vtexassets.com/arquivos/ids/257714/2920681700007_02.jpg?v=1770874067,691446,101973,450.0,450.0
Tarta brownie con merengue x uni,Il Velo Oriente,,Panaderia,https://www.carrefour.com.ar/tarta-brownie-con-merengue-x-uni-706345/p,https://carrefourar.vtexassets.com/arquivos/ids/257654/2920794600003_02.jpg?v=1770874315,706345,106916,900.0,900.0
Tarta lemon pie x uni,Il Velo Oriente,,Panaderia,https://www.carrefour.com.ar/tarta-lemon-pie-x-uni-706343/p,https://carrefourar.vtexassets.com/arquivos/ids/257653/2920794500006_02.jpg?v=1770874469,706343,106926,900.0,900.0
Chessecake x uni,Il Velo Oriente,,Panaderia,https://www.carrefour.com.ar/chessecake-x-uni-706351/p,https://carrefourar.vtexassets.com/arquivos/ids/257656/2920794800007_02.jpg?v=1770874289,706351,106969,1100.0,1100.0
Arancini di carne x uni,La Trattoría,,Panaderia,https://www.carrefour.com.ar/arancini-di-carne-x-uni-691443/p,https://carrefourar.vtexassets.com/arquivos/ids/257712/2920681100005_02.jpg?v=1770957401,691443,101995,590.0,590.0
Cuadrado brownie x uni,Il Velo Oriente,,Panaderia,https://www.carrefour.com.ar/cuadrado-brownie-x-uni-706415/p,https://carrefourar.vtexassets.com/arquivos/ids/257665/2920803500003_02.jpg?v=1770874815,706415,106973,400.0,400.0
Galletita larguita de hojaldre cristal 150 g.,Genérico,,Panaderia,https://www.carrefour.com.ar/galletita-larguita-de-hojaldre-cristal-150-g-703602/p,https://carrefourar.vtexassets.com/arquivos/ids/273432/7798172410576_02.jpg?v=1771590149,703602,121126,173.0,173.0
Tarta de frutilla congelada 1 kg.,Genérico,,Panaderia,https://www.carrefour.com.ar/tarta-de-frutilla-congelada-1-kg-594708/p,https://carrefourar.vtexassets.com/arquivos/ids/261521/7798144250339_02.jpg?v=1771587085,594708,92350,3860.0,3860.0
Macarons de chocolate x uni,Il Velo Oriente,,Panaderia,https://www.carrefour.com.ar/macarons-de-chocolate-x-uni-706757/p,https://carrefourar.vtexassets.com/arquivos/ids/257677/2920811600009_02.jpg?v=1770874745,706757,106952,350.0,350.0
Arancini di verdura x uni,La Trattoría,,Panaderia,https://www.carrefour.com.ar/arancini-di-verdura-x-uni-691442/p,https://carrefourar.vtexassets.com/arquivos/ids/257711/2920681000008_02.jpg?v=1770957533,691442,101985,590.0,590.0
Croissant x uni,Il Velo Oriente,,Panaderia,https://www.carrefour.com.ar/croissant-x-uni-706750/p,https://carrefourar.vtexassets.com/arquivos/ids/257671/2920811000007_02.jpg?v=1770874109,706750,106939,400.0,400.0
Sfogliatelle x uni,Il Velo Oriente,,Panaderia,https://www.carrefour.com.ar/sfogliatelle-x-uni-706378/p,https://carrefourar.vtexassets.com/arquivos/ids/257660/2920797700007_02.jpg?v=1770874193,706378,106937,600.0,600.0
Tarta de pistacho x uni,Il Velo Oriente,,Panaderia,https://www.carrefour.com.ar/tarta-de-pistacho-x-uni-706357/p,https://carrefourar.vtexassets.com/arquivos/ids/257659/2920795200004_02.jpg?v=1770874405,706357,106968,1100.0,1100.0
Tortino de papas x uni,La Trattoría,,Panaderia,https://www.carrefour.com.ar/tortino-de-papas-x-uni-695120/p,https://carrefourar.vtexassets.com/arquivos/ids/257722/2920707600007_02.jpg?v=1770957513,695120,101991,790.0,790.0
Focaccia barese x kg.,La Trattoría,,Panaderia,https://www.carrefour.com.ar/focaccia-barese-x-kg-694558/p,https://carrefourar.vtexassets.com/arquivos/ids/257709/2507040000000_02.jpg?v=1770957097,694558,101980,210.0,2100.0
Crocchette di verdura x uni,La Trattoría,,Panaderia,https://www.carrefour.com.ar/crocchette-di-verdura-x-uni-691445/p,https://carrefourar.vtexassets.com/arquivos/ids/257713/2920681500003_02.jpg?v=1770874114,691445,101987,430.0,430.0
Rebozador Caserita vitamina k bolsa 1 kg.,Caserita,,Panaderia,https://www.carrefour.com.ar/rebozador-caserita-vitamina-k-bolsa-1-kg-442884/p,https://carrefourar.vtexassets.com/arquivos/ids/242990/7792590003204_02.jpg?v=1771607662,442884,38256,461.0,461.0
Pizza Plant based grill napolitana 520 g.,Candy Baby,,Panaderia,https://www.carrefour.com.ar/pizza-plant-based-grill-napolitana-520-g-718782/p,https://carrefourar.vtexassets.com/arquivos/ids/314051/656750726198_02.jpg?v=1771581796,718782,140439,2266.94,2266.94
Pizza Plant based grill 3 no quesos 520 g.,Candy Baby,,Panaderia,https://www.carrefour.com.ar/pizza-plant-based-grill-3-no-quesos-520-g-718781/p,https://carrefourar.vtexassets.com/arquivos/ids/314050/656750726150_02.jpg?v=1771581799,718781,140438,2644.77,2644.77
Macarons de limon x uni,Il Velo Oriente,,Panaderia,https://www.carrefour.com.ar/macarons-de-limon-x-uni-706754/p,https://carrefourar.vtexassets.com/arquivos/ids/257674/2920811300008_02.jpg?v=1770874306,706754,106962,350.0,350.0
Papas noisettes Carrefour 500 g.,Carrefour,,Congelados,https://www.carrefour.com.ar/papas-noisette-carrefour-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/233030/7791720025833_01.jpg?v=1771604725,693061,85749,578.0,578.0
Medallón de carne Good Mark 4 u. sin TACC,Good Mark,,Congelados,https://www.carrefour.com.ar/medallon-de-carne-good-mark-4-u-sin-tacc/p,https://carrefourar.vtexassets.com/arquivos/ids/176849/7790670050827_02_nuevopack_.jpg?v=1771608179,597655,18070,669.25,669.25
Hamburguesa Paty express 4 u.,Paty,,Congelados,https://www.carrefour.com.ar/hamburguesa-paty-express-4-u/p,https://carrefourar.vtexassets.com/arquivos/ids/176840/7790670050766_02.jpg?v=1771604153,597649,12917,607.0,607.0
Papas McCain bastón tradicional 720 g.,Mc Cain,,Congelados,https://www.carrefour.com.ar/papas-mccain-baston-tradicional-720-g/p,https://carrefourar.vtexassets.com/arquivos/ids/205990/7797906000380_01.jpg?v=1771602810,262669,11073,627.0,627.0
Medallón Granja Del Sol quínoa y espinaca veggies 420 g. x 4 uni,Granja Del Sol,,Congelados,https://www.carrefour.com.ar/medallon-granja-del-sol-quinoa-y-espinaca-veggies-420-g-x-4-uni/p,https://carrefourar.vtexassets.com/arquivos/ids/324260/7790070035523_02.jpg?v=1771609376,667148,23383,831.67,831.67
Papas Simplot tradicionales 700 g.,Simplot,,Congelados,https://www.carrefour.com.ar/papas-simplot-tradicionales-700-g/p,https://carrefourar.vtexassets.com/arquivos/ids/180341/7798304851321_01_nuevopack.jpg?v=1771607241,651598,24827,598.0,598.0
Hamburguesa Paty clásico 12 u.,Paty,,Congelados,https://www.carrefour.com.ar/hamburguesa-paty-clasico-12-u/p,https://carrefourar.vtexassets.com/arquivos/ids/196179/7790670050667_11.jpg?v=1771604122,592189,15598,2830.0,2830.0
Bocaditos de pollo Swift 380 g.,Swift,,Congelados,https://www.carrefour.com.ar/bocaditos-de-pollo-swift-380-g/p,https://carrefourar.vtexassets.com/arquivos/ids/180014/7790360024336_02.jpg?v=1771603288,551959,13911,672.0,672.0
Hamburguesa Carrefour clásica 12 u.,Carrefour,,Congelados,https://www.carrefour.com.ar/hamburguesa-carrefour-clasica-12-u-19313/p,https://carrefourar.vtexassets.com/arquivos/ids/176884/7793281492819_01.jpg?v=1771605855,643111,19313,2484.3,2484.3
Hamburguesa Paty clásico 4 u.,Paty,,Congelados,https://www.carrefour.com.ar/hamburguesa-paty-clasico-4-u/p,https://carrefourar.vtexassets.com/arquivos/ids/196178/7790670050650_11.jpg?v=1771604125,592192,13420,1035.0,1035.0
Milanesa de soja Mamá Lucchetti x 4 uni,Lucchetti,,Congelados,https://www.carrefour.com.ar/milanesa-de-soja-mama-lucchetti-x-4-uni-715858/p,https://carrefourar.vtexassets.com/arquivos/ids/312527/7790070036223_E01.jpg?v=1771596796,715858,126242,393.0,393.0
Milanesa Granja del sol de soja tipo casera 8 uni,Genérico,,Congelados,https://www.carrefour.com.ar/milanesa-granja-del-sol-de-soja-tipo-casera-8-uni-715681/p,https://carrefourar.vtexassets.com/arquivos/ids/312483/7790070035974_01.jpg?v=1771606510,715681,122595,1210.0,1210.0
Pizza congelada Carrefour mozzarella estuche 600 g.,Carrefour,,Congelados,https://www.carrefour.com.ar/pizza-congelada-carrefour-mozzarella-estuche-600-g/p,https://carrefourar.vtexassets.com/arquivos/ids/231953/7791720025208_01.jpg?v=1771608149,688546,81360,789.3,789.3
Choclo congelado Green Life 300 g.,Green Life,,Congelados,https://www.carrefour.com.ar/choclo-congelado-green-life-300-g/p,https://carrefourar.vtexassets.com/arquivos/ids/184756/7790670002376_02.jpg?v=1771603854,508144,20572,429.0,429.0
Papas McCain noisettes 500 g.,Mc Cain,,Congelados,https://www.carrefour.com.ar/papas-mccain-noisettes-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/321324/7797906001004_E01.jpg?v=1771605233,346230,10672,777.0,777.0
Papas fritas Simplot 700 super crocantes g.,Simplot,,Congelados,https://www.carrefour.com.ar/papas-fritas-simplot-700-super-crocantes-g/p,https://carrefourar.vtexassets.com/arquivos/ids/180378/7798304851536_01_nuevopack.jpg?v=1771590234,660968,20084,720.0,720.0
Medallón Granja Del Sol cebolla y arroz veggies 420 g. x 4 uni,Granja Del Sol,,Congelados,https://www.carrefour.com.ar/medallon-granja-del-sol-cebolla-y-arroz-veggies-420-g-x-4-uni/p,https://carrefourar.vtexassets.com/arquivos/ids/179444/7790070035554_02.jpg?v=1771609691,667150,23229,831.67,831.67
Papas fritas Mc Cain tradicional 400 g.,Mc Cain,,Congelados,https://www.carrefour.com.ar/papas-fritas-mc-cain-tradicional-400-g/p,https://carrefourar.vtexassets.com/arquivos/ids/205991/7797906000700_01.jpg?v=1771609586,645422,10606,399.0,399.0
Papas McCain smiles 600 g.,Mc Cain,,Congelados,https://www.carrefour.com.ar/papas-mccain-smiles-600-g/p,https://carrefourar.vtexassets.com/arquivos/ids/321325/7797906001035_E01.jpg?v=1771604125,346860,9539,1015.0,1015.0
Milanesa NotChickenMila® 2 x 220 g.,NotCo,"La Milanesa NotChicken® Mila es crocante, extremadamente rica, está hecha a base de plantas y es mejor para el planeta!
No queríamos cambiar los alimentos que amás, así que cambiamos la forma de hacerlos. El plato que nos encanta, nuestro orgullo nacional, ahora es apto para veganos. Probá nuestra NotChicken® Mila y descubrí tu nueva milanesa favorita. WHY NOT?",Congelados,https://www.carrefour.com.ar/milanesa-notchickenmila-2-x-220-g-697030/p,https://carrefourar.vtexassets.com/arquivos/ids/249846/7798342151018_01.jpg?v=1771596624,697030,93454,714.0,714.0
Milanesa Granja del sol de soja espinaca 4 uni,Granja Del Sol,,Congelados,https://www.carrefour.com.ar/milanesa-granja-del-sol-de-soja-espinaca-4-uni-716477/p,https://carrefourar.vtexassets.com/arquivos/ids/312526/7790070035981_01.jpg?v=1771589857,716477,126941,701.0,701.0
Milanesa NotMila® 2 x 220 g.,NotCo,"La Milanesa NotMila® es crocante, extremadamente rica, está hecha a base de plantas y es mejor para el planeta!
No queríamos cambiar los alimentos que amás, así que cambiamos la forma de hacerlos. El plato que nos encanta, nuestro orgullo nacional, ahora es apto para veganos. Probá nuestra NotMila® y descubrí tu nueva milanesa favorita. WHY NOT?",Congelados,https://www.carrefour.com.ar/milanesa-notmila-2-x-220-g-697031/p,https://carrefourar.vtexassets.com/arquivos/ids/249843/7798342151032_01.jpg?v=1771589904,697031,93475,460.0,460.0
Hamburguesa Unión Ganadera de carne 4 u. sin TACC,Unión Ganadera,,Congelados,https://www.carrefour.com.ar/hamburguesa-union-ganadera-de-carne-4-u-sin-tacc/p,https://carrefourar.vtexassets.com/arquivos/ids/176866/7793281492390_02.jpg?v=1771608151,634515,6048,1030.0,1030.0
Medallón Granja del Sol calabaza y garbanzo veggies 420 g. x 4 uni,Granja Del Sol,,Congelados,https://www.carrefour.com.ar/medallon-granja-del-sol-calabaza-y-garbanzo-veggies-420-g-x-4-uni/p,https://carrefourar.vtexassets.com/arquivos/ids/179432/7790070035530_02.jpg?v=1771609380,667151,18149,831.67,831.67
Papas McCain noisettes 1 kg.,Mc Cain,,Congelados,https://www.carrefour.com.ar/papas-mccain-noisettes-1-kg/p,https://carrefourar.vtexassets.com/arquivos/ids/321323/7797906000991_E01.jpg?v=1771604176,346228,11211,1365.0,1365.0
Hamburguesa Carrefour clásica 20 u.,Carrefour,,Congelados,https://www.carrefour.com.ar/hamburguesa-carrefour-clasica-20-u-17964/p,https://carrefourar.vtexassets.com/arquivos/ids/176887/7793281492826_01.jpg?v=1771603777,643112,17964,4151.04,4151.04
Bocaditos de pollo Patitas 1 kg + 100 g gratis,Patitas,,Congelados,https://www.carrefour.com.ar/bocaditos-de-pollo-patitas-1-kg-plus-100-g-gratis-716479/p,https://carrefourar.vtexassets.com/arquivos/ids/312369/7790070035950_01.jpg?v=1771589760,716479,126918,3410.0,3410.0
Medallones de carne Rancho Alto 2 u.,Rancho Alto,,Congelados,https://www.carrefour.com.ar/medallones-de-carne-rancho-alto-2-u/p,https://carrefourar.vtexassets.com/arquivos/ids/176917/7798155730653_02.jpg?v=1771609581,659372,28191,156.5,156.5
Supremitas de pollo rebozadas Sadia 720 g.,Sadia,,Congelados,https://www.carrefour.com.ar/supremitas-de-pollo-rebozadas-sadia-720-g/p,https://carrefourar.vtexassets.com/arquivos/ids/207442/7891515547066_02.jpg?v=1771609592,683486,60143,1815.0,1815.0
Medallón de carne vacuna 110 g.,Genérico,,Congelados,https://www.carrefour.com.ar/medallon-de-carne-vacuna-110-g/p,https://carrefourar.vtexassets.com/arquivos/ids/176862/7793281491690_02.jpg?v=1771597200,630138,4065,141.0,141.0
Medallón Granja Del Sol lentejas y arroz veggies 420 g. x 4 uni,Granja Del Sol,,Congelados,https://www.carrefour.com.ar/medallon-granja-del-sol-lentejas-y-arroz-veggies-420-g-x-4-uni/p,https://carrefourar.vtexassets.com/arquivos/ids/179438/7790070035547_02.jpg?v=1771590183,667154,18896,831.67,831.67
Medallón veggies Green Life calabaza choclo 190 g. x 2 uni,Green Life,,Congelados,https://www.carrefour.com.ar/medallon-veggies-green-life-calabaza-choclo-190-g-x-2-uni/p,https://carrefourar.vtexassets.com/arquivos/ids/196757/7790670051916_02.jpg?v=1771596796,673672,37178,347.0,347.0
Nuggets Vegetalex vegetal 300 g.,Vegetalex,,Congelados,https://www.carrefour.com.ar/nuggets-vegetalex-vegetal-300-g/p,https://carrefourar.vtexassets.com/arquivos/ids/214308/7790174001295_02.jpg?v=1771605502,686963,79062,763.0,763.0
Milanesa Granja del sol de soja y calabaza 4 uni,Granja Del Sol,,Congelados,https://www.carrefour.com.ar/milanesa-granja-del-sol-de-soja-y-calabaza-4-uni-716478/p,https://carrefourar.vtexassets.com/arquivos/ids/312407/7790070035998_01.jpg?v=1771590099,716478,126926,723.0,723.0
Bocadito helado Frigor dulce de leche chomp pote 180 g.,Frigor,,Congelados,https://www.carrefour.com.ar/bocadito-helado-frigor-dulce-de-leche-chomp-pote-180-g/p,https://carrefourar.vtexassets.com/arquivos/ids/275873/7613034790156_E02.jpg?v=1771589698,567366,80424,923.0,923.0
Hamburguesa Swift clásica 4 u.,Swift,,Congelados,https://www.carrefour.com.ar/hamburguesa-swift-clasica-4-u/p,https://carrefourar.vtexassets.com/arquivos/ids/176790/7790360026576_02.jpg?v=1771590083,594347,17195,957.0,957.0
Milanesa de pollo congelada (bandeja) x kg.,Genérico,,Congelados,https://www.carrefour.com.ar/milanesa-de-pollo-congelada-bandeja-x-kg-705587/p,https://carrefourar.vtexassets.com/arquivos/ids/254350/2507717000005_02.jpg?v=1771605852,705587,101771,1367.5,2735.0
Papas McCain bastón estilo casero 720 g.,Mc Cain,,Congelados,https://www.carrefour.com.ar/papas-mccain-baston-estilo-casero-720-g/p,https://carrefourar.vtexassets.com/arquivos/ids/205997/7797906002063_01.jpg?v=1771590037,611675,9413,695.0,695.0
Bocaditos de pollo Patitas 400 g.,Genérico,,Congelados,https://www.carrefour.com.ar/bocaditos-de-pollo-patitas-400-g-715680/p,https://carrefourar.vtexassets.com/arquivos/ids/312455/7790070035936_01.jpg?v=1771589837,715680,122598,1230.0,1230.0
Palitos de pollo Swift 260 g.,Swift,,Congelados,https://www.carrefour.com.ar/palitos-de-pollo-swift-260-g/p,https://carrefourar.vtexassets.com/arquivos/ids/180043/7790360971135_02.jpg?v=1771599868,670210,27619,586.0,586.0
Hamburguesa Swift clásica 12 u.,Swift,,Congelados,https://www.carrefour.com.ar/hamburguesa-swift-clasica-12-u/p,https://carrefourar.vtexassets.com/arquivos/ids/176795/7790360026590_02.jpg?v=1771601365,594346,14297,3110.0,3110.0
Hamburguesa Paty 20 u.,Paty,,Congelados,https://www.carrefour.com.ar/hamburguesa-paty-20-u/p,https://carrefourar.vtexassets.com/arquivos/ids/176843/7790670050780_02.jpg?v=1771609462,599456,14346,4360.0,4360.0
Milanesa de pechuga de pollo Holis 500 g.,Holis,,Congelados,https://www.carrefour.com.ar/milanesa-de-pechuga-de-pollo-holis-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/270336/7798183630093_02.jpg?v=1771589906,609805,4219,1650.0,1650.0
Nuggets Not chicken en bolsa 300 g.,NotCo,,Congelados,https://www.carrefour.com.ar/nuggets-not-chicken-en-bolsa-300-g-711872/p,https://carrefourar.vtexassets.com/arquivos/ids/265854/7798342151124_02.jpg?v=1771590355,711872,116737,1095.0,1095.0
Hamburguesa Swift casera 2 u.,Swift,,Congelados,https://www.carrefour.com.ar/hamburguesa-swift-casera-2-u/p,https://carrefourar.vtexassets.com/arquivos/ids/176810/7790360967701_02.jpg?v=1771589722,633902,15468,829.0,829.0
Bocaditos de carne Swift 380 g.,Swift,,Congelados,https://www.carrefour.com.ar/bocaditos-de-carne-swift-380-g/p,https://carrefourar.vtexassets.com/arquivos/ids/180009/7790360023902_02.jpg?v=1771604120,551958,16325,732.0,732.0
Choclo congelado Granja Del Sol 300 g.,Granja Del Sol,,Congelados,https://www.carrefour.com.ar/choclo-congelado-granja-del-sol-300-g/p,https://carrefourar.vtexassets.com/arquivos/ids/196175/7790060007967_01.jpg?v=1771590132,123712,1496,511.0,511.0
Medallón Vegetalex vegetal burguer x 2 uni,Vegetalex,,Congelados,https://www.carrefour.com.ar/medallon-vegetalex-vegetal-burguer-x-2-uni/p,https://carrefourar.vtexassets.com/arquivos/ids/214306/7790174001271_02.jpg?v=1771596860,686962,79038,701.0,701.0
Supremitas de pollo Granja de sol crocantes 480 g.,Granja Del Sol,,Congelados,https://www.carrefour.com.ar/supremitas-de-pollo-granja-de-sol-crocantes-480-g-716474/p,https://carrefourar.vtexassets.com/arquivos/ids/312515/7790070036148_01.jpg?v=1771607234,716474,126916,1610.0,1610.0
Milanesa de soja Granja del sol relleno cabaza y queso 380 g.,Granja Del Sol,,Congelados,https://www.carrefour.com.ar/milanesa-de-soja-granja-del-sol-relleno-cabaza-y-queso-380-g-717206/p,https://carrefourar.vtexassets.com/arquivos/ids/312370/7790070036049_01.jpg?v=1771607235,717206,131080,1105.0,1105.0
Medallón veggies Green Life arveja brócoli 190 g. x 2 uni,Green Life,,Congelados,https://www.carrefour.com.ar/medallon-veggies-green-life-arveja-brocoli-190-g-x-2-uni/p,https://carrefourar.vtexassets.com/arquivos/ids/196756/7790670051909_02.jpg?v=1771586810,673670,37576,350.0,350.0
Milanesa de soja Swift 4 u.,Swift,,Congelados,https://www.carrefour.com.ar/milanesa-de-soja-swift-4-u/p,https://carrefourar.vtexassets.com/arquivos/ids/180041/7790360967824_02.jpg?v=1771604123,638434,14425,380.0,380.0
Medallón premium NotBurger® flowpack 2 x 160 g.,NotCo,"El Medallón NotBurger® es jugoso, extremedamente rico y mejor para el planeta!
Está hecho a base de plantas con el sabor a carne que tanto te gusta!
No queríamos cambiar los alimentos que amás, así que cambiamos la forma de hacerlos. Nuestra línea NotBurger® es apta para veganos. Probala! WHY NOT?",Congelados,https://www.carrefour.com.ar/medallon-premium-notburger-flowpack-2-x-160-g-687568/p,https://carrefourar.vtexassets.com/arquivos/ids/240725/7798342150622_01.jpg?v=1771590150,687568,80161,676.0,676.0
Medallón Not burger parrillera 2 uni,NotCo,,Congelados,https://www.carrefour.com.ar/medallon-not-burger-parrillera-2-uni-709094/p,https://carrefourar.vtexassets.com/arquivos/ids/263204/7798342151254_01.jpg?v=1771590229,709094,107606,1030.0,1030.0
Pizza congelada Sibarita mozzarella a la piedra 470 g.,Sibarita,,Congelados,https://www.carrefour.com.ar/pizza-congelada-sibarita-mozzarella-a-la-piedra-470-g/p,https://carrefourar.vtexassets.com/arquivos/ids/312760/7798070680347_E01.jpg?v=1771607241,406739,14102,1155.0,1155.0
Hamburguesas de carne gigantes Unión Ganadera x 2 uni,Unión Ganadera,,Congelados,https://www.carrefour.com.ar/hamburguesas-de-carne-gigantes-union-ganadera-x-2-uni/p,https://carrefourar.vtexassets.com/arquivos/ids/176894/7793281493052_02.jpg?v=1771596948,658263,13575,586.0,586.0
Pizza congelada Carrefour mozzarella y jamón estuche 650 g.,Carrefour,,Congelados,https://www.carrefour.com.ar/pizza-congelada-carrefour-mozzarella-y-jamon-estuche-650-g/p,https://carrefourar.vtexassets.com/arquivos/ids/231954/7791720025222_01.jpg?v=1771606037,688547,81325,1040.15,1040.15
Milanesa de nalga premium Holis carne vacuna 500 g.,Holis,,Congelados,https://www.carrefour.com.ar/milanesa-de-nalga-premium-holis-carne-vacuna-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/270334/7798183630017_02.jpg?v=1771589888,609816,4175,1710.0,1710.0
Supremas de espinaca Granja del Sol queso 400 g.,Granja Del Sol,,Congelados,https://www.carrefour.com.ar/supremas-de-espinaca-granja-del-sol-queso-400-g-717202/p,https://carrefourar.vtexassets.com/arquivos/ids/312541/7790070036070_01.jpg?v=1771589878,717202,131067,1450.0,1450.0
Arandanos congelados Karinat doypack 300 g.,Karinat,,Congelados,https://www.carrefour.com.ar/arandanos-congelados-karinat-doypack-300-g/p,https://carrefourar.vtexassets.com/arquivos/ids/229121/7798141132713_02.jpg?v=1771587630,674686,42330,1025.0,1025.0
Medallón NotChicken® crispy burger 2 x 200 g.,NotCo,"La NotChicken® Burger Crispy es extremadamente rica y crocante, jugosa y mejor para el planeta! Está hecha a base de plantas, con el sabor y la textura del pollo.
No queríamos cambiar los alimentos que amás, así que cambiamos la forma de hacerlos. Nuestra NotChicken® Burger Crispy es apta para veganos.
Probala! WHY NOT?",Congelados,https://www.carrefour.com.ar/medallon-notchicken-crispy-burger-2-x-200-g-693666/p,https://carrefourar.vtexassets.com/arquivos/ids/240729/7798342150899_01.jpg?v=1771589480,693666,86010,1180.0,1180.0
Bocaditos de pollo Lucchetti 800 g.,Lucchetti,,Congelados,https://www.carrefour.com.ar/bocaditos-de-pollo-lucchetti-800-g/p,https://carrefourar.vtexassets.com/arquivos/ids/312367/7790070035493_E01.jpg?v=1771590043,650492,17099,1875.0,1875.0
Milanesa de soja Vegetalex cebolla 4 u.,Vegetalex,,Congelados,https://www.carrefour.com.ar/milanesa-de-soja-vegetalex-cebolla-4-u/p,https://carrefourar.vtexassets.com/arquivos/ids/179997/7790174000564_02_nuevopack.jpg?v=1771589852,571930,9610,487.0,487.0
Medallón de carne La Blanca 2 u.,La Blanca,,Congelados,https://www.carrefour.com.ar/medallon-de-carne-la-blanca-2-u/p,https://carrefourar.vtexassets.com/arquivos/ids/176788/7790360008541_02.jpg?v=1771608139,548059,14696,155.59,155.59
Medallon de carne Paty con queso provolone 2 u.,Paty,,Congelados,https://www.carrefour.com.ar/medallon-de-carne-paty-con-queso-provolone-2-u/p,https://carrefourar.vtexassets.com/arquivos/ids/176853/7790670051312_02.jpg?v=1771590122,637609,13450,633.19,633.19
