producto,marca,descripcion,rubro,url_producto,imagen,mpn,sku,precio_bajo,precio_alto
Yerba mate Taragüi con palo origen controlado 4flex 1 kg.,Taragui,,Desayuno-y-merienda,https://www.carrefour.com.ar/yerba-mate-taragui-con-palo-origen-controlado-4flex-1-kg/p,https://carrefourar.vtexassets.com/arquivos/ids/183595/7790387013610_02.jpg?v=1771607361,668365,34979,1140.0,1140.0
"Galletitas Cachafaz avena, granola, almendras y maní 225 g.",Cachafaz,,Desayuno-y-merienda,https://www.carrefour.com.ar/galletitas-cachafaz-avena-granola-almendras-y-mani-225-g/p,https://carrefourar.vtexassets.com/arquivos/ids/175907/7798128000707_02.jpg?v=1771607554,544264,8935,403.0,403.0
Café molido La planta de Café Cabrales 500 g.,Cabrales,,Desayuno-y-merienda,https://www.carrefour.com.ar/cafe-molido-la-planta-de-cafe-cabrales-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/172550/7790550000164_03.jpg?v=1771605997,7546,3826,1316.3,1316.3
Galletitas crackers clásicas Paseo 250 g.,Paseo,,Desayuno-y-merienda,https://www.carrefour.com.ar/galletitas-crackers-clasicas-paseo-250-g/p,https://carrefourar.vtexassets.com/arquivos/ids/200562/7792180139344_02.jpg?v=1771609028,679215,49655,227.69,227.69
Galletitas crackers Carrefour sandwich 110 g.,Carrefour,&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_crackers_light.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;,Desayuno-y-merienda,https://www.carrefour.com.ar/galletitas-crackers-carrefour-sandwich-110-g/p,https://carrefourar.vtexassets.com/arquivos/ids/176514/7798152223424_01.jpg?v=1771589884,473788,8802,103.0,103.0
Galletitas dulce Oreo rellena con crema sabor vainilla 118 g.,Oreo,"Esta es una señal para frenar y agregar tus Oreo al carrito. Celebrá la diversión con tus galletitas rellenas favoritas. Para el desayuno, para merendar en familia, para snackear en el recreo del colegio o en la facultad, para compartir con amigos, o para ese antojo dulce por la noche, elegí las galletitas dulces que más te gustan. ¿Sos fan de la cocina? Galletiteá tus recetas con Oreo y prepará la recetoreo ganadora que nos une. ¡Aprovechá las ofertas exclusivas semanales para completar tu carrito con tus OREO al mejor precio! Comprá online y recibilo en casa. 
Para mayor información, consultá las calorías y Tabla Nutricional al dorso del empaque.",Desayuno-y-merienda,https://www.carrefour.com.ar/galletitas-dulce-oreo-rellenas-con-crema-sabor-vainilla-118-g-679211/p,https://carrefourar.vtexassets.com/arquivos/ids/272190/7622201806552_E01.jpg?v=1771599163,679211,49608,256.7,256.7
Galletitas dulce Variedad de Terrabusi mix chocolate 300 g.,Variedad,,Desayuno-y-merienda,https://www.carrefour.com.ar/galletitas-variedad-de-terabusi-mix-chocolate-300-g-715958/p,https://carrefourar.vtexassets.com/arquivos/ids/274739/7622201503987_E01.jpg?v=1771609029,715958,126387,326.05,326.05
Infusión a base de café Arlistan suave 100 g.,Arlistan,,Desayuno-y-merienda,https://www.carrefour.com.ar/infusion-a-base-de-cafe-arlistan-suave-100-g/p,https://carrefourar.vtexassets.com/arquivos/ids/210902/7790070936493_01.jpg?v=1771603189,560893,73417,599.65,599.65
Café instantáneo Nescafé® gold frasco 100 g.,Nescafé,"¡NUEVA PRESENTACIÓN! Unidad de 100 gramos.

Nescafé GOLD BLEND

CAFÉ 100% PURO QUE COMBINA GRANOS DE ARÁBICA Y ROBUSTA. 
Nescafé Gold es excelencia en sabor y aroma. Una propuesta única, de sabor intenso y delicado, que hace realidad el paradigma del aroma a café. Tu pequeño gran lujo de cada día.

Ingredientes: Café Soluble.
Preparación: Agua segura a punto de hervir (150 ml) y 1,5 gr de Nescafé Gold.
Origen: Fabricado en Inglaterra.",Desayuno-y-merienda,https://www.carrefour.com.ar/cafe-instantaneo-nescafe-gold-frasco-100-g-368142/p,https://carrefourar.vtexassets.com/arquivos/ids/247626/7613031154111_01.jpg?v=1771593334,368142,7815,2085.0,2085.0
Edulcorante Hileret líquido con sacarina pet 500 cc.,Hileret,,Desayuno-y-merienda,https://www.carrefour.com.ar/edulcorante-hileret-liquido-con-sacarina-pet-500-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/228114/7790490998309_01.jpg?v=1771608892,681729,56463,752.0,752.0
Café instantáneo La Morenita frasco 100 g.,Morenita,,Desayuno-y-merienda,https://www.carrefour.com.ar/cafe-instantaneo-la-morenita-frasco-100-g/p,https://carrefourar.vtexassets.com/arquivos/ids/324407/7790170904798_01.jpg?v=1771607201,685129,73346,409.86,409.86
Galletitas Carrefour multicereal con avena y pasas 100 g.,Carrefour,&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_multicereal.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;,Desayuno-y-merienda,https://www.carrefour.com.ar/galletitas-carrefour-multicereal-con-avena-y-pasas-100-g/p,https://carrefourar.vtexassets.com/arquivos/ids/175654/7791720003527_01.jpg?v=1771607423,632738,7803,136.5,136.5
Yerba mate de campo orígen controlado La Merced 500 g.,La Merced,,Desayuno-y-merienda,https://www.carrefour.com.ar/yerba-mate-de-campo-origen-controlado-la-merced-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/183656/7790387015607_02.jpg?v=1771601517,672936,35857,926.0,926.0
Mermelada de naranja Arcor 454 g.,Arcor,,Desayuno-y-merienda,https://www.carrefour.com.ar/mermelada-de-naranja-arcor-454-g/p,https://carrefourar.vtexassets.com/arquivos/ids/214336/7790580132194_02.jpg?v=1771605994,684411,79122,361.26,361.26
Galletitas pepas integrales 9 de Oro 140 g.,9 De Oro,,Desayuno-y-merienda,https://www.carrefour.com.ar/galletitas-pepas-integrales-9-de-oro-140-g/p,https://carrefourar.vtexassets.com/arquivos/ids/200554/7792180136299_02.jpg?v=1771609511,678504,49209,133.33,133.33
Pasta de maní Croppers pote 310 g.,Sadia,,Desayuno-y-merienda,https://www.carrefour.com.ar/pasta-de-mani-croppers-pote-310-g-696755/p,https://carrefourar.vtexassets.com/arquivos/ids/240167/7790524324098_02.jpg?v=1771606394,696755,90930,356.0,356.0
Café molido torrado equilibrado La Virginia paquete 1 kg.,La Virginia,,Desayuno-y-merienda,https://www.carrefour.com.ar/cafe-molido-torrado-equilibrado-la-virginia-paquete-1-kg-695902/p,https://carrefourar.vtexassets.com/arquivos/ids/324415/7790150006375_01.jpg?v=1771609289,695902,89249,2223.92,2223.92
Edulcorante sobres c sacarina 1a10 Hileret x 100 uni,Hileret,,Desayuno-y-merienda,https://www.carrefour.com.ar/edulcorante-sobres-c-sacarina-1a10-hileret-x-100-uni/p,https://carrefourar.vtexassets.com/arquivos/ids/209582/7790490998064_02.jpg?v=1771590127,681723,56518,537.0,537.0
Galletitas 9 de Oro con chips de chocolate 120 g.,9 De Oro,,Desayuno-y-merienda,https://www.carrefour.com.ar/galletitas-9-de-oro-con-chips-de-chocolate-120-g/p,https://carrefourar.vtexassets.com/arquivos/ids/198847/7792180138491_02.jpg?v=1771603732,676700,45292,220.52,220.52
Tostadas de arroz Cerealitas 160 g.,Cerealitas,Galletas de Arroz libre de gluten. SIN TACC.,Desayuno-y-merienda,https://www.carrefour.com.ar/tostadas-de-arroz-cerealitas-160-g/p,https://carrefourar.vtexassets.com/arquivos/ids/183397/7622300160975_01_nuevopack.jpg?v=1771605205,417620,10559,220.0,220.0
Bizcochos Carrefour de hojaldre azúcarados 180 g.,Carrefour,&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_galletitas.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;,Desayuno-y-merienda,https://www.carrefour.com.ar/bizcochos-carrefour-de-hojaldre-azucarados-180-g/p,https://carrefourar.vtexassets.com/arquivos/ids/171145/7798159717964_01.jpg?v=1771604647,590702,10903,182.11,182.11
Galletitas dulce boca de dama Terrabusi 170 g.,Terrabusi,"Lo que hace que una historia de merienda sea una merienda para la historia, es el amor y el tiempo compartido. Esos pequeños detalles que quedan grabados: el olor que sentís al abrir un paquete nuevo de galletitas Terrabusi, la ternura en la boca de saborear tus anillitos preferidos en un buen tazón de café con leche, las meriendas en la plaza o en el club con un jugo refrescante y galletitas o el tercer tiempo del partido con amigos. De una merienda improvisada, puede quedar una gran anécdota para la historia. ¡Por más Historias de Merienda!",Desayuno-y-merienda,https://www.carrefour.com.ar/galletitas-dulce-boca-de-dama-terrabusi-170-g/p,https://carrefourar.vtexassets.com/arquivos/ids/272187/7622201808860_E01.jpg?v=1771609521,680263,53094,150.51,150.51
Mate cocido en saquitos Carrefour sin TACC x 25 un.,Carrefour,,Desayuno-y-merienda,https://www.carrefour.com.ar/mate-cocido-en-saquitos-carrefour-sin-tacc-x-25-un/p,https://carrefourar.vtexassets.com/arquivos/ids/233306/7791720024874_01.jpg?v=1771608151,679251,50195,119.6,119.6
Te en saquitos diamantado Taragüi x 100 uni,Taragui,,Desayuno-y-merienda,https://www.carrefour.com.ar/te-en-saquitos-diamantado-taragui-x-100-uni/p,https://carrefourar.vtexassets.com/arquivos/ids/328113/7790387800159_02.jpg?v=1771609337,679993,52575,434.47,434.47
Galletas de arroz Dos Hermanos slim sin sal 100 g.,Dos Hermanos,,Desayuno-y-merienda,https://www.carrefour.com.ar/galletas-de-arroz-dos-hermanos-slim-sin-sal-100-g/p,https://carrefourar.vtexassets.com/arquivos/ids/176668/7790503198689_02_1.jpg?v=1771609467,623144,10701,142.5,142.5
Chocolate Águila extra fino 60% cacao 150 g.,Águila,,Desayuno-y-merienda,https://www.carrefour.com.ar/chocolate-aguila-extra-fino-60-cacao-150-g/p,https://carrefourar.vtexassets.com/arquivos/ids/172258/7790580109882_01.jpg?v=1771600880,598518,5994,718.0,718.0
Galletitas dulces Okebon con leche forti 273 g.,Okebon,La primer galleta de los mas chicos con una gran fuente de calcio,Desayuno-y-merienda,https://www.carrefour.com.ar/galletitas-dulces-okebon-con-leche-forti-273-g/p,https://carrefourar.vtexassets.com/arquivos/ids/176264/7790263119597_01.jpg?v=1771603257,660933,15432,223.0,223.0
Alfajor Tofi negro 6 u.,Tofi,,Desayuno-y-merienda,https://www.carrefour.com.ar/alfajor-tofi-negro-6-u/p,https://carrefourar.vtexassets.com/arquivos/ids/318940/7790040117143_E01.jpg?v=1771608402,622979,9470,611.0,611.0
Aritos de cereal 3 Arroyos frutado bolsa 160 g.,3 Arroyos,,Desayuno-y-merienda,https://www.carrefour.com.ar/aritos-de-cereal-3-arroyos-frutado-bolsa-160-g-293235/p,https://carrefourar.vtexassets.com/arquivos/ids/232782/7791019171890_02.jpg?v=1771608324,293235,85681,237.0,237.0
Cacao en polvo Nesquik menos azúcar  300 g.,Nesquik,"Unidad de 300 gramos.                       Presentamos una nueva variedad de NESQUIK ® con MÁS CACAO, MENOS AZÚCAR Y UN SABOR MÁS INTENSO. Alimento en polvo a base de azúcar, cacao, fortificado con vitaminas D y C. Instantáneo. Libre de gluten. Menos azúcar. Sin T.A.C.C.                                          El nuevo NESQUIK ® contiene menos de azúcar y más de cacao que el NESQUIK ® en su versión original. Ahora, con un nuevo mix de cacaos cuidadosamente seleccionados que le da el sabor delicioso a tu chocolatada favorita. A su vez, como todas las chocolatadas de NESQUIK ®, contiene OPTI-START™, una selección especial de vitaminas y minerales que complementan los beneficios de la leche y ayudan a cubrir los requerimientos nutricionales de los niños y las niñas.                                                  Conservación del producto:  el Nesquik debe ser almacenado correctamente para preservar sus caracterísitcas. La regla es cerrar, -bien cerrado!- inmediatamente después de su uso en un lugar seco y fresco, evitando cualquier tipo de humedad.                          Recomendaciones de uso:                                    -Evitar dejar el envase abierto, y antes de guardar, verifique que esté bien cerrado, manteniedose alejado de la humedad.              - Nunca coloque cucharas sucias o con residuos de otros alimentos dentro del envase.                                                                     - Si usó una cuchara para remover la leche con Nesquik, use otra cuchara limpia y seca si desea agregaar más producto.",Desayuno-y-merienda,https://www.carrefour.com.ar/cacao-en-polvo-nesquik-menos-azucar-300-g-701784/p,https://carrefourar.vtexassets.com/arquivos/ids/249556/8445290194138_02.jpg?v=1771590090,701784,97700,716.0,716.0
Polvo chocolatado Nescao 300 g.,Nescao,Unidad de 300 gramos.                              Alimento en polvo a base de azúcar y cacao. Instantáneo.,Desayuno-y-merienda,https://www.carrefour.com.ar/polvo-chocolatado-nescao-300-g-674056/p,https://carrefourar.vtexassets.com/arquivos/ids/275649/7613287149145_E01.jpg?v=1771600392,674056,39562,328.88,328.88
Tostadas light Carrefour 140 g.,Carrefour,&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_tostadas.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;,Desayuno-y-merienda,https://www.carrefour.com.ar/tostadas-light-carrefour-140-g/p,https://carrefourar.vtexassets.com/arquivos/ids/183249/7798141715169_01.jpg?v=1771598475,456246,23931,333.0,333.0
Oblea Rhodesia clásica 22 g.,Rhodesia,"Lo que hace que una historia de merienda sea una merienda para la historia, es el amor y el tiempo compartido. De una merienda improvisada, puede quedar una gran anécdota para la historia. ¡Por más Historias de Merienda!",Desayuno-y-merienda,https://www.carrefour.com.ar/oblea-rhodesia-clasica-22-g-205427/p,https://carrefourar.vtexassets.com/arquivos/ids/273383/77995681_E01.jpg?v=1771608178,205427,23567,95.9,95.9
Chocolate blanco Milka oreo 20 g.,Milka,"Desde su creación en Suiza en 1901, Milka ha mantenido su promesa original, ser un chocolate de alta calidad, suave, cremoso y hecho 100% con autentica leche de los Alpes. Chocolate Milka con leche de los Alpes, es un suave y cremoso chocolate que se derrite en la boca, relleno con trocitos de galleta Oreo y una suave crema. Cada tableta contiene 20 g.

Perfecto para disfrutar en familia y regalonear a los que más quieres. También disfrutalos mientras te das una pausa en tu rutina diaria o para consentirte. Estás a un Milka de distancia.",Desayuno-y-merienda,https://www.carrefour.com.ar/chocolate-blanco-milka-oreo-20-g/p,https://carrefourar.vtexassets.com/arquivos/ids/311405/7622210795908_E01.jpg?v=1771599101,629259,18549,99.6,99.6
Scons 9 De Oro 200 g.,9 De Oro,,Desayuno-y-merienda,https://www.carrefour.com.ar/scons-9-de-oro-200-g/p,https://carrefourar.vtexassets.com/arquivos/ids/171120/7792200000791_02.jpg?v=1771603457,239970,8440,182.03,182.03
Mermelada Carrefour durazno 454 g.,Carrefour,&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_mermeladas.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;,Desayuno-y-merienda,https://www.carrefour.com.ar/mermelada-carrefour-durazno-454-g/p,https://carrefourar.vtexassets.com/arquivos/ids/178737/7791720017258_01.jpg?v=1771600539,629265,5897,362.0,362.0
Mermelada de ciruela light Carrefour 390 g.,Carrefour,&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_mermeladas.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;,Desayuno-y-merienda,https://www.carrefour.com.ar/mermelada-de-ciruela-light-carrefour-390-g/p,https://carrefourar.vtexassets.com/arquivos/ids/193109/7791720017210_01.jpg?v=1771597551,629268,43393,342.79,342.79
Galletitas pepas Carrefour 900 g.,Carrefour,&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_pepas.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;,Desayuno-y-merienda,https://www.carrefour.com.ar/galletitas-pepas-carrefour-900-g/p,https://carrefourar.vtexassets.com/arquivos/ids/324621/7798159719999_E02.jpg?v=1771590336,594327,21734,675.0,675.0
Cintitas Tosti sabor pizza 100 g.,Tosti,,Desayuno-y-merienda,https://www.carrefour.com.ar/cintitas-tosti-sabor-pizza-100-g/p,https://carrefourar.vtexassets.com/arquivos/ids/214462/7794529042117_02.jpg?v=1771607663,685932,74317,135.5,135.5
Café molido Cabrales tostado super 500 g.,Cabrales,,Desayuno-y-merienda,https://www.carrefour.com.ar/cafe-molido-cabrales-tostado-super-500-g-706852/p,https://carrefourar.vtexassets.com/arquivos/ids/257394/7790550022258_01.jpg?v=1771607206,706852,105412,2632.5,2632.5
Galletitas Tí­a Maruca anillos coco 250 g.,Tía Maruca,,Desayuno-y-merienda,https://www.carrefour.com.ar/galletitas-tia-maruca-anillos-coco-250-g/p,https://carrefourar.vtexassets.com/arquivos/ids/197245/7798082740107.jpg?v=1771609584,496515,17818,152.5,152.5
Tostadas Carrefour clásicas 140 g.,Carrefour,&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_tostadas.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;,Desayuno-y-merienda,https://www.carrefour.com.ar/tostadas-carrefour-clasicas-140-g/p,https://carrefourar.vtexassets.com/arquivos/ids/183225/7798033337080_01.jpg?v=1771598962,272890,16808,333.0,333.0
Galletas mini marineras Paseo 220 g.,Paseo,,Desayuno-y-merienda,https://www.carrefour.com.ar/galletas-mini-marineras-paseo-220-g/p,https://carrefourar.vtexassets.com/arquivos/ids/176431/7792180006462_02.jpg?v=1771596218,596673,7469,236.92,236.92
Mermelada BC La Campagnola de naranja 390 g.,BC,,Desayuno-y-merienda,https://www.carrefour.com.ar/mermelada-bc-la-campagnola-de-naranja-390-g-691479/p,https://carrefourar.vtexassets.com/arquivos/ids/231856/7793360131554_02.jpg?v=1771608182,691479,84704,624.0,624.0
Galletitas Variedad clásica Terrabusi 590 g.,Variedad,,Desayuno-y-merienda,https://www.carrefour.com.ar/galletitas-variedad-clasica-terrabusi-590-g-698125/p,https://carrefourar.vtexassets.com/arquivos/ids/243244/7622201504076_01.jpg?v=1771586582,698125,92194,747.0,747.0
Barrita de cereal Carrefour manzana 6 u.,Carrefour,,Desayuno-y-merienda,https://www.carrefour.com.ar/barrita-de-cereal-carrefour-manzana-6-u/p,https://carrefourar.vtexassets.com/arquivos/ids/171287/7798159719333_01.jpg?v=1771609518,607818,23825,637.0,637.0
